stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
0501DME,Dam Estate,-1.322802,36.804624, ,
0501DPE,Diamond Park Estate,-1.319745,36.851265, ,
0501DSC,Uchumi,-1.3083601,36.82227194,,
0501ELD,Elshadai,-1.287591,36.979692, ,
0501EXC,Exciting,-1.395455,36.731754, ,
0501FAR,Fair Acres Road,-1.33871,36.73824, ,
0501FOR,Forest Road,-1.341346,36.714119, ,
0501FRC,Friends Court,-1.326735,36.837624, ,
0501GMS,GM,-1.329676,36.870983, ,
0501GTD,Gate D,-1.308442,36.90956, ,
0501GTH,Githeri Rise/Highway,-1.316523,36.838543, ,
0501HAZ,Hazina Estate,-1.31603,36.848409, ,
0501HCC,Masai Lodge/Hashi/Visions Of Glory Church/,-1.390667,36.766832, ,
0501HLC,Hillcrest,-1.33855,36.73695, ,
0501HLR,Hillcrest Road,-1.33831,36.73539, ,
0501HMA,Hardy Manor,-1.365576,36.737851, ,
0501HSB,Hardy Shopping Centre/Beacons In,-1.366931,36.743548, ,
0501IMR,Imara Daima,-1.328381,36.881282, ,
0501INR,Industrial Area Round About,-1.297876,36.829255, ,
0501JKL,Jua Kali,-1.306085,36.915927, ,
0501KAB,Makaburini,-1.29955,36.824716, ,
0501KAD,Kenya Assemblies Of God/Dafam Hotel,-1.325595,36.837018, ,
0501KAE,Karen Country Club,-1.3394,36.714824, ,
0501KBL,Kobil Haile Selassie,-1.293388009,36.82096303, ,
0501KBX,Karen Blixen,-1.352911,36.713291, ,
0501KCL,Karen Catholic Church,-1.325946,36.710312, ,
0501KCR,Karen C Secondary School,-1.33938,36.74283, ,
0501KDO,Kodi I,-1.30766809,36.82137609, ,
0501KDT,Kodi II,-1.307491064,36.82020664, ,
0501KET,Total Karen,-1.33895,36.73976, ,
0501KIL,Kilimani Junior School,-1.364492,36.745067, ,
0501KIR,Pcea junction,-1.330493689,36.78050995, ,
0501KIS,Kiserian,-1.429062,36.686887, ,
0501KMC,KMC,-1.45239,36.979922, ,
0501KMT,Kiserian Market,-1.429587,36.685779, ,
0501KNA,Kenol/Nairobi Academy,-1.340951,36.753609, ,
0501KNL,Kenol,-1.3972,36.755415, ,
0501KOD,Kordes Roses,-1.360904,36.727629, ,
0501KPT,Kapiti Junction,-1.31078,36.83782, ,
0501KPU,Kenya Polytechnic Bus Stop,-1.292001,36.822352, ,
0501KRD,Kirdi/Southend Estate,-1.322499,36.831532, ,
0501KSG,Kiserian Girls/Kwa Maji,-1.423356,36.696028, ,
0501KSN,Kwa Stone,-1.286664,36.973706, ,
0501KSP,Kspca/Marist Lane,-1.33793,36.73273, ,
0501KSS,Karen South Secondary,-1.3398,36.74556, ,
0501KWG,Kwa Gate A,-1.300485,36.914382, ,
0501KWK,Kwa Kanisa,-1.309593,36.914791, ,
0501LGC,Lang'Ata Cemetery,-1.334967,36.778186, ,
0501LRJ,Lang'Ata Road Junction/ Go Left,-1.333234,36.716255, ,
0501LSR,Laiser Hill,-1.39564,36.734614, ,
0501MAB,Matbronze,-1.363583,36.747385, ,
0501MAG,Magharibi/Kogo Star,-1.313644052,36.8174386, ,
0501MAL,Moran Lane/Masai Lane Junction,-1.360892,36.722524, ,
0501MAS,Masai Road,-1.360855,36.729176, ,
0501MAU,Marula,-1.33674,36.715753, ,
0501MBO,Masai Lane Bogani Lane Junction,-1.35525,36.723203, ,
0501MBT,Mabati,-1.369525,36.917027, ,
0501MDN,Madina Estate,-1.325505,36.835461, ,
0501MIL,Miller Estate,-1.311755776,36.82008862, ,
0501MJN,Mjengo,-1.406255,36.94663, ,
0501MKN,Mariakani,-1.310703,36.835427, ,
0501MKR,Mukoma Road,-1.372141,36.76862, ,
0501MKS,Madaraka Shopping Centre,-1.306804419,36.81764245, ,
0501MLG,Mlangoni,-1.45005,36.968372, ,
0501MLK,Mega Link,-1.33959,36.744, ,
0501MOE,Moi Educational Centre,-1.313263178,36.81904256, ,
0501MQE,Mosque,-1.311314,36.838391, ,
0501MRG,Maro Gardens,-1.358862,36.762636, ,
0501MRT,Mombasa Road Turnoff/St James,-1.321916,36.842236, ,
0501MSA,Mombasa Road,-1.318342,36.83873, ,
0501NDG,Ndege Road,-1.33655,36.72249, ,
0501NEK,Nema,-1.320611,36.837315, ,
0501NIB,Nibs/Ongata Rongai,-1.391825,36.76594, ,
0501NKO,Nkoroi White House,-1.404555,36.7175, ,
0501NLP,Nalepo,-1.420524,36.703624, ,
0501NMD,Nhc Flats/Madaraka Primary School,-1.306820512,36.81655347, ,
0501NMJ,Namanga Junction,-1.434982,36.971118, ,
0501NNL,Nice N Lovely,-1.354464,36.90663, ,
0501NNP,Nairobi National Park Gate,-1.348156,36.764887, ,
0501NPC,Npc Karen,-1.341765,36.759372, ,
0501NTN,Nation,-1.372267,36.920297, ,
0501NYY,Nyayo,-1.305844,36.827054, ,
0501OIL,Barracks,-1.332027912,36.78349257, ,
0501OIN,Oilibya/Nema,-1.319809,36.837822, ,
0501OLR,Olerai,-1.396351,36.744019, ,
0501OLS,Our Lady Secondary,-1.317707,36.847369, ,
0501ONM,Tyme Arcade/Ongata Mall,-1.397174,36.759599, ,
0501PCE,Kanisani/Pcea,-1.407454,36.714424, ,
0501PRI,Oil libya,-1.327264309,36.78898573, ,
0501PTN,Total Petrol Station/Corner,-1.310516596,36.83728158,,
0501PVW,Parkview/Winners,-1.320817,36.849409, ,
0501RCK,Redcross,-1.322266,36.833311, ,
0501RCR,Red Cross,-1.3237,36.833732, ,
0501RIA,Kariba Estate,-1.311496,36.840821, ,
0501RIM,Rimpa,-1.418404,36.708186, ,
0501RNG,Tumaini/Ongata Rongai,-1.395227,36.763723, ,
0501RNP,Ongata Police Station/Nyotu,-1.397304,36.756748, ,
0501RTI,Railway Training Institute,-1.313674,36.842114, ,
0501S39,39,-1.438724,36.978432, ,
0501SBD,South B Dispensary,-1.316795,36.84286, ,
0501SBK,Sabaki,-1.420016,36.954022, ,
0501SDG,Standard Group,-1.330994,36.859842, ,
0501SGC,South Gate Centre,-1.310699,36.836801, ,
0501SHM,Shalom,-1.435689,36.966667, ,
0501SKN,Sokoni/Peponi,-1.44856,36.980494, ,
0501SLM,Sulami/Nyambura,-1.457796,36.978468, ,
0501SNA,Sana Sana,-1.318786,36.84101, ,
0501SOL,Kenya School Of Law,-1.359019,36.746983, ,
0501SRI,Sori/Olive,-1.317606,36.83873, ,
0501STM,St.Mary'S Catholic Church/Sironik road,-1.3963,36.761664, ,
0501STS,Starsheik,-1.456219,36.979792, ,
0501SVK,St.Veronica Ack,-1.312392,36.842398, ,
0501SYC,Petma/Mlolongo Chini,-1.396349,36.941417, ,
0501SYJ,Tops/Stage Ya Juu,-1.39112,36.937976, ,
0501TAM,Tamambo,-1.345196,36.714403, ,
0501TFS,Tuffsteel,-1.337222,36.894932, ,
0501TKS,Tuskys,-1.317235,36.918239, ,
0501TLL,Toll,-1.426369,36.958794, ,
0501TML,Shell/T-Mall,-1.311067,36.817232, ,
0501TTO,Tolet,-1.325633526,36.84182525,,
0501UCH,Carnivore/Uchumi Hyper,-1.323337555,36.80205345, ,
0501UTJ,Utawala Junction,-1.278777,36.967821, ,
0501VIL,Embakasi Village,-1.312093,36.914539, ,
0501VLG,Village,-1.453628,36.967694, ,
0501VNL,Vanillas,-1.451671,36.968198, ,
0501WCK,Wck,-1.338157,36.773563, ,
0501WEB,Nairobi West,-1.307314038,36.82369888, ,
0501WIL,Wilson Airport/Shell,-1.316685677,36.81349039, ,
0501WMN,Nairobi Womens/fairmart,-1.396517,36.746185, ,
0501ZZL,Mazzoldi House,-1.33638,36.71988, ,
0502AMB,Ambassadeur/Commercial,-1.2854,36.825803, ,
0502BMA,Bomas/Galleria,-1.342646,36.765796, ,
0502DVK,Devki,-1.444158,36.989459, ,
0503CNA,Container/New Apostolic Church,-1.322103,36.82881, ,
0503HRS,Highrise,-1.314683,36.808175, ,
0503KNK,Karen/Nakumatt Crossroads,-1.323235,36.708025, ,
0503KRL,Karen Road-Lang'Ata Road Junction,-1.332950592,36.71609402, ,
0503MZW,Maziwa,-1.324799,36.888658, ,
0503PEV,Posta Embakasi Village,-1.308323,36.911462, ,
0503STS,Strathmore/Siwaka,-1.308703423,36.81235313, ,
0503TMO,T-Mall,-1.312989593,36.81667149, ,
0510AAN,Langata High School,-1.324823499,36.78001642,,
0510ABO,Maboko Road,-1.329927922,36.78171158,,
0510ADP,A.P,-1.285025,36.956587, ,
0510AGP,Agip,-1.29149437,36.8230176, ,
0510AIG,Agip,-1.291279793,36.82346821,,
0510AIH,Harakisha,-1.31408,36.83825254,,
0510AIR,Makaburini,-1.298446655,36.82359695,,
0510AMN,Amani,-1.280986,36.963754, ,
0510AMR,Amref,-1.319403,36.81053, ,
0510ANI,China,-1.293013215,36.9441247,,
0510ANY,Nyayo Stadium,-1.305466176,36.82514191,,
0510ARK,Ark Junction,-1.309252,36.833673, ,
0510ATL,Airtel,-1.325894,36.848591, ,
0510ATN,Benedicta/Ucc,-1.276884555,36.97002411,,
0510AVT,Aviation,-1.319394,36.907426, ,
0510BAL,Lab,-1.330553412,36.86789632,,
0510BKM,Mukoma Road,-1.371589,36.768246, ,
0510BLV,Belleview,-1.319388,36.837713, ,
0510BRC,Lang'Ata Barracks,-1.331629,36.783604, ,
0510BRK,Barracks/75 Rounda,-1.313313,36.923192, ,
0510CAN,Carnivore/Rafikiz,-1.323061,36.802046, ,
0510CFI,Kwa chief,-1.326491833,36.78033829,,
0510CNG,Car & General,-1.303541,36.831838, ,
0510DVM,Madaraka flyover,-1.307973862,36.81902647,,
0510E4E,Phase 4 gate,-1.323916912,36.78997278,,
0510EAR,Kware,-1.396594048,36.74958944,,
0510EKI,Kwa Chief,-1.282915503,36.96002483,,
0510EMG,Mugumoini market,-1.325579882,36.78538084,,
0510EON,Otiende,-1.323627234,36.77998424,,
0510EPR,St.Peter's,-1.327596903,36.78509116,,
0510EPZ,Epz,-1.467201,36.961268, ,
0510ERA,Free Bazaar,-1.299476624,36.82536721,,
0510ERE,Everest,-1.437602521,36.976161,,
0510ETG,Eternity Gospel Church,-1.329351,36.71327, ,
0510GAH,High Way,-1.316005111,36.8383491,,
0510GMS,GM,-1.330225,36.870702, ,
0510GPI,Agip,-1.305141449,36.82633281,,
0510GSU,GSU,-1.289601,36.949425, ,
0510HAS,Elshadai,-1.287605882,36.97961569,,
0510HDY,Hardy Stage,-1.365382,36.742464, ,
0510HEL,Shell,-1.311299801,36.81684852,,
0510HLC,Hillcrest,-1.33809,36.73392, ,
0510HQS,Hq/Headquaters,-1.324143,36.797008, ,
0510IAA,Imara,-1.328707694,36.88084602,,
0510IAR,Vumira,-1.313070059,36.83827937,,
0510IWT,Twiga,-1.34278357,36.76495314,,
0510JAS,St James,-1.323178053,36.84383154,,
0510JNT,Junction,-1.313842535,36.83828741,,
0510KAB,Makaburini,-1.298596859,36.82368815, ,
0510KAS,Deliverance Church/Kanisani,-1.323677,36.798897, ,
0510KEF,Kenyatta Market Flyover,-1.306232,36.803278, ,
0510KFA,Rafikiz/Carnivore,-1.322994232,36.80199981,,
0510KIT,Kitengela,-1.47715,36.957852, ,
0510KJC,Kareng'Ata/Jkuat/Cuea,-1.353708,36.74708, ,
0510KNH,Karen Hospital,-1.33695,36.72591, ,
0510KOB,Kobil,-1.395972,36.762187, ,
0510KPT,Kapiti Crescent,-1.313471,36.83826, ,
0510KSM,Kiserain Nairobi Bus Stop,-1.429533,36.685794, ,
0510KWR,Kware,-1.396708,36.74965, ,
0510LEN,Mihang'o/ Kayole Junction,-1.287877589,36.95202112,,
0510LGP,Langata Road Primary School,-1.317562,36.812316, ,
0510LGT,Langata/Mobil,-1.328715,36.788743, ,
0510LIV,Civil Servant,-1.322704554,36.78883553,,
0510LOW,Shell Town,-1.293621719,36.82103813,,
0510LTL,Tmall,-1.311256886,36.81681633,,
0510LTY,Oilibya Petrol Station,-1.327221394,36.78887844,,
0510MAS,Mass,-1.3124156,36.83831155,,
0510MAY,Tmall,-1.312957406,36.81669295,,
0510MBL,Boby Meal,-1.331625937,36.86076164,,
0510MCU,Mchumbi Road,-1.311661,36.838182, ,
0510MFL,Madaraka Flyover,-1.307930946,36.81912303, ,
0510MKB,BMK,-1.326304434,36.84977531,,
0510MSA,Mombasa Road,-1.318227,36.838593, ,
0510MSL,Masai Lodge,-1.390278,36.766859, ,
0510MSY,Bus station,-1.287202835,36.82900429,,
0510MTK,KMTC,-1.447043896,36.98560238,,
0510MY.,St.Marys,-1.327782155,36.71210289,,
0510NAH,Lang'ata Hospital,-1.327929497,36.78913593,,
0510NIY,Nice and Lovely,-1.349540233,36.90449238,,
0510NRA,Rumi Road,-1.316020489,36.82703555,,
0510NST,Naston,-1.397324,36.758091, ,
0510NWT,Nairobi Water,-1.298922,36.829458, ,
0510NYS,Nyayo Stadium,-1.305291653,36.82473421, ,
0510OAI,Mlangoni,-1.31089,36.83785,,
0510OCU,South C,-1.299696921,36.82402611,,
0510PKP,Park Place,-1.356103,36.76206, ,
0510PSA,Bypass,-1.16419816,36.95762157,,
0510RAN,Karen,-1.32220316,36.70815468,,
0510RBT,Taj Mall Roundabout,-1.324335,36.89936, ,
0510RIS,Sori Drive,-1.317071915,36.83862805,,
0510ROE,Corride,-1.298330068,36.82838202,,
0510SAG,Mogas,-1.297588348,36.87267065,,
0510SBR,Sembe road/kisembe,-1.36835,36.767615, ,
0510SEM,Mosque,-1.323273182,36.77722692,,
0510SHL,Shell,-1.447511,36.968263, ,
0510SKN,Sokoni,-1.448606,36.980339, ,
0510SKY,Skyline,-1.284278,36.972475, ,
0510SLN,Solomon,-1.397388,36.941571, ,
0510SMC,South B Mchumbi Road,-1.311709,36.836589, ,
0510SMP,St.Marys Karen Primary School,-1.325292,36.709829, ,
0510SNS,Southlands,-1.323090792,36.78685069,,
0510SOL,School Of Law,-1.359739,36.746976, ,
0510SPN,Shopping Center,-1.313606501,36.83828741,,
0510SR',St.Mary's,-1.321824789,36.77448034,,
0510SSI,Prisons,-1.323101521,36.77674413,,
0510SYC,Stage  Ya Chini,-1.394409,36.939828, ,
0510TAT,Talent,-1.32439971,36.78579926,,
0510TCK,KMTC,-1.446762085,36.98620319,,
0510TEN,Kwa Stone,-1.286310017,36.97358608,,
0510TKY,Tuskys,-1.396979,36.753322, ,
0510TML,T-Mall,-1.311276,36.816904, ,
0510TNZ,Tangaza College,-1.348748,36.748684, ,
0510TRP,Shopping Center,-1.315248013,36.82341456,,
0510TSK,Tuskys,-1.317696,36.918819, ,
0510TSO,South C,-1.31536746,36.83164358,,
0510UHU,HQ,-1.324281693,36.79673195,,
0510UJC,PCEA junction,-1.330872059,36.78016663,,
0510URD,Uhuru Garden,-1.324115396,36.79839492,,
0510UTJ,Utawala Junction,-1.278878,36.96793, ,
0510VCT,Mary Immaculate Vct Centre,-1.306512,36.833055, ,
0510VNL,Vanillas,-1.451535,36.968096, ,
0510VRA,Deliverance Church/Kanisani,-1.323637962,36.79892063,,
0510WIL,Wilson,-1.315626,36.814272, ,
0510WOL,Wilson,-1.316106319,36.81366205,,
0510Z0A,Plaza 2000,-1.328021048,36.85235023,,
0511ABS,Baptist,-1.395714283,36.73553467,,
0511ACG,Gate C,-1.318906546,36.84382349,,
0511ADP,A.P,-1.284949,36.956518, ,
0511AGI,Fagilia,-1.280471206,36.96917653,,
0511AIM,Makaburini,-1.299465895,36.82516873,,
0511AKI,Kinka,-1.289434433,36.97556019,,
0511ALB,Lab,-1.330142497,36.86801434,,
0511ALM,Total,-1.395885944,36.73765898,,
0511ALO,Total,-1.325838805,36.84911013,,
0511ALP,Allpack,-1.382828,36.931458, ,
0511ANA,Lang'ata,-1.328573227,36.78977966,,
0511ARA,Nakumatt Headquater,-1.327677728,36.85286522,,
0511ASM,Mass,-1.310462952,36.83371425,,
0511ASS,MossMass,-1.286812753,36.98186606,,
0511ATI,Aviation,-1.319474012,36.90766811,,
0511BAL,Lab,-1.330142497,36.8679285,,
0511BLV,Belleview,-1.319354,36.838339, ,
0511BND,Benedicta,-1.278746,36.96798, ,
0511BPS,By Pass,-1.264211,36.982824, ,
0511BRK,Barracks,-1.331919,36.78354, ,
0511CAB,Cabanas,-1.332048541,36.88761515, ,
0511CAT,Cuea | Catholic University,-1.341533,36.75747, ,
0511CEH,Kwa chief,-1.326752186,36.78025246,,
0511CHN,China,-1.29351,36.943505, ,
0511CMC,Commercial,-1.284137,36.826244, ,
0511CNG,Car & General,-1.303313,36.831886, ,
0511CNL,Consolata,-1.346726418,36.76544666,,
0511COM,Samco,-1.364048,36.910892,,
0511CPC,Capital Centre,-1.316765,36.833987, ,
0511CUE,Cuea,-1.352203,36.762892, ,
0511DNI,Bandari,-1.325976849,36.84032321,,
0511DRE,Cambridge,-1.362972737,36.76463127,,
0511DSH,Dosh,-1.329566,36.88479424,,
0511EAG,Gate A,-1.319321126,36.84326559,,
0511EBK,KEBS,-1.321605563,36.83618188,,
0511ECC,Commercial,-1.471910477,36.95985317,,
0511EJS,Jehova Witness,-1.32586956,36.84197545,,
0511EKA,Arka hotel,-1.326953173,36.84238851,,
0511EPI,Shopping Center,-1.31083,36.83788,,
0511EPZ,EPZ,-1.469175,36.960858, ,
0511ERS,Transformer,-1.287271,36.980412,,
0511GBE,Kwa Gate B,-1.299440592,36.91369504,,
0511GOH,Kahungo,-1.422643661,36.6981554,,
0511GSU,G.S.U,-1.289458,36.949353, ,
0511GTA,Gate A,-1.31256,36.909543, ,
0511HIR,Harakisha,-1.312174201,36.83829814,,
0511HOS,Soham,-1.374088,36.922352,,
0511HYG,Highway Estate,-1.326412082,36.83965802,,
0511IAA,Kasina,-1.401553631,36.94440365,,
0511IEB,Sembe/Kisembe,-1.368465901,36.76772118,,
0511IFC,Government Plaza/Devis,-1.309533,36.828803, ,
0511IIK,Kipi,-1.322303742,36.83269769,,
0511IIV,Civil Servant,-1.322683096,36.78878188,,
0511IKA,Kwa Maji,-1.455970287,36.96732044,,
0511IND,Industrial Area,-1.298461,36.828025, ,
0511INR,Kincar,-1.289432108,36.97491646,,
0511ISP,Prisons,-1.323147298,36.77656174,,
0511KAJ,Karengata/Cuea/Jkuat Stage,-1.353995,36.746983, ,
0511KAP,Kapa,-1.363709,36.910514, ,
0511KCF,Kwa Chief,-1.282876,36.959833, ,
0511KCT,KMTC,-1.446614742,36.98637486,,
0511KNE,Karen,-1.32220316,36.70789719,,
0511KNH,Karen Hospital,-1.33697,36.72577, ,
0511KOB,Kobil,-1.395939,36.762455, ,
0511KTM,KMTC,-1.445241451,36.98809147,,
0511LEM,Mechanical,-1.376173,36.924731,,
0511LER,Real Estate,-1.325440407,36.8411386,,
0511LGT,Lang'Ata,-1.328457,36.789744, ,
0511LIK,Skyline,-1.28291738,36.97230935,,
0511LSN,Southlands,-1.323122978,36.78683996,,
0511LTI,Oilibya Petrol Station,-1.327371597,36.7888999,,
0511MAD,Madaraka Flyover Stage,-1.307609081,36.81954145, ,
0511MAK,Makueni,-1.308527,36.833775, ,
0511MAM,Mamba,-1.341175,36.750551, ,
0511MAT,Mater Hospital,-1.307218,36.833505, ,
0511MCH,Dunga Road/ Machakos,-1.299774,36.830073, ,
0511MCU,Mchumbi Road,-1.311857,36.838319, ,
0511MDK,Makadara,-1.456905,36.974657, ,
0511MDO,Motherland,-1.299980879,36.78091764,,
0511MER,Meridian,-1.310739,36.834026, ,
0511MHG,Mihang'o/Kayole Junction/Shooters,-1.287924,36.951816, ,
0511MLL,Mlolongo,-1.393566,36.939562, ,
0511MMU,Multimedia University,-1.381962,36.770612, ,
0511MSL,Uchumi/Masai Mall/Ongata Rongai/Stage 1,-1.394366,36.764355, ,
0511MTA,Vita Foam,-1.33048582,36.85771465,,
0511NAV,Savana,-1.457748413,36.96564674,,
0511NBK,Nyayo Barracks/Barracks,-1.312685,36.923157, ,
0511NGI,Ngei,-1.324778081,36.78557396,,
0511NOG,Mlangoni,-1.3083601,36.83374643,,
0511NOI,Vision Plaza,-1.326084137,36.8502903,,
0511NTN,Nation,-1.373004,36.92116, ,
0511NYS,Nyayo Stadium,-1.305527687,36.82567835, ,
0511NYY,Nyayo,-1.30579,36.827136, ,
0511OED,Otiende,-1.323423386,36.7798233,,
0511OFM,Nafrom,-1.397387981,36.75785065,,
0511OMT,Tafom,-1.429424286,36.96204185,,
0511OPR,Nairobi National Park/Orphanage,-1.334299,36.779501, ,
0511OST,Astro,-1.366473197,36.91363335,,
0511OTI,Uchumi,-1.32550478,36.7853272, ,
0511OTN,Lang'ata Hospital,-1.327843666,36.78902864,,
0511PET,Turip House,-1.331601619,36.86209202,,
0511PHC,Chapchap,-1.396275043,36.74119949,,
0511PJC,PCEA junction,-1.330614567,36.78025246,,
0511PLV,Plains View Primary,-1.315158,36.838304, ,
0511PNR,Panari,-1.329531,36.855793, ,
0511POL,Hardy Shopping Centre/Hardy Police Station,-1.364842,36.742185, ,
0511PST,Park Side Towers/Airtel,-1.324879,36.847687, ,
0511PTU,SuperMarket,-1.287027329,36.98131353,,
0511RAA,Barabara Mpya,-1.40145421,36.72195196,,
0511RAU,Vumira,-1.30974412,36.83374912,,
0511RCN,Reliance,-1.356345175,36.90728188,,
0511RDA,Roundabout: Taj Mall,-1.323091,36.900837, ,
0511RHR,Uhuru Gardens,-1.323919772,36.79930687,,
0511RNE,Gardens,-1.325483322,36.79055214,,
0511SE.,St.Peters,-1.327650547,36.78503752,,
0511SHL,Shell/Kenol,-1.447176,36.96833, ,
0511SIB,Bus station,-1.287181377,36.82947636,,
0511SMR,Sameer,-1.330708,36.863853, ,
0511SOL,Kenya School Of Law,-1.360076,36.747079, ,
0511SPM,Shopping Mall,-1.287374,36.973999, ,
0511SPS,Bypass,-1.318611503,36.84439212,,
0511STA,St.Peters,-1.327596903,36.78504825, ,
0511SUP,7Up,-1.307410598,36.81491196, ,
0511SYK,Syokimau,-1.379047,36.927758, ,
0511TAN,Tangaza College,-1.348801,36.748751, ,
0511TAY,St.Mary's,-1.321774007,36.77424431,,
0511TCU,Boma Court,-1.326255798,36.84214711,,
0511TEV,Everest,-1.437430859,36.97547436,,
0511TIA,Aviation,-1.319580138,36.90732479,,
0511TLL,Toll,-1.427261,36.959651, ,
0511TOJ,Junction,-1.311342716,36.83831424,,
0511TOL,Linot,-1.373486995,36.92174435,,
0511TOP,Park Place,-1.355979,36.762093, ,
0511TSH,Tosha,-1.470376,36.960409, ,
0511TUS,Legend/Tuskys,-1.397014,36.753156, ,
0511TYK,Tuskys,-1.317689538,36.91878319,,
0511UCC,Ucc,-1.276622,36.970368, ,
0511UCH,Uchumi/Carnivore,-1.323310733,36.80193543, ,
0511UHU,Uhuru Garden,-1.323627234,36.8003422, ,
0511UNG,Sunflag,-1.358405112,36.9076252,,
0511USH,South C,-1.306539058,36.82741642,,
0511USO,Mosque,-1.323233128,36.77862167,,
0511UTG,Peugot,-1.306171417,36.82733059,,
0511UYT,Tuskys,-1.317756236,36.91834331,,
0511VHO,Vumira House,-1.310720444,36.83558643,,
0511VOE,Flyover,-1.31409216,36.83102131,,
0511WIL,Wilson/Amref,-1.316664219,36.81351721, ,
0511WKN,Kwa Kimani,-1.395564079,36.73371077,,
0511YRA,Barclays,-1.397409439,36.75894499,,
0511YRT,Mary start,-1.287162959,36.98088706,,
0511YSA,Easymat,-1.473498344,36.95957422,,
0512ADU,Ambassadeur,-1.286043,36.826165, ,0005AMB
0512AMU,Ambassadeur,-1.285315,36.825615, ,
0512BSN,Bus Station,-1.287347674,36.82907403, ,0006BSS
0512BST,Bus Station,-1.287224293,36.82890773, ,0006BSS
0512CMC,Commercial,-1.283947,36.826437, ,0007COM
0512CML,Commercial Imara,-1.284306,36.826257, ,0007COM
0512EAS,Easy Coach/Uchumi,-1.288854,36.828734, ,
0512ESC,Easy Coach/Uchumi,-1.289218,36.828251, ,
0512NKG,Nakumatt Galleria,-1.342757,36.766115, ,
0512RLW,Railways,-1.290352,36.828268, ,0001RLW
0513CAB,Cabanas,-1.331307,36.888246, ,
0513GTR,Githunguri,-1.286566,36.982478, ,
0513HOS,HQ,-1.324045658,36.79714501, ,
0513IMD,Imara Daima,-1.3252,36.880808, ,
0513KEN,Karen,-1.323348,36.708211, ,
0513KIT,Kitengela,-1.477218,36.958032, ,
0513KWR,Kware,-1.396551132,36.74982548, ,
0513MDK,Makadara,-1.457376,36.974221, ,
0513TER,Kiserian Terminus,-1.42957449,36.68575287, ,
0600AMB,Amboseli,-1.289586,36.760559, ,
0600ARC,Valley Arcade,-1.289983,36.770481, ,
0600BRB,Braeburn,-1.289474,36.756896, ,
0600CHK,Chaka Place,-1.293187,36.791745, ,
0600CNG,Congo,-1.289149,36.753075, ,
0600COP,Congo Bus Stop,-1.287475,36.748821, ,
0600DOD,DoD,-1.294859,36.802443, ,
0600HGH,Highrise,-1.314678,36.808044, ,
0600KIL,Kilimani Primary School,-1.292339,36.783916, ,
0600KIR,Kirichwa,-1.292466,36.781499, ,
0600KNG,Kanungaga/56 Mwisho,-1.278535,36.75095, ,
0600MBA,Mbagathi Flats,-1.301077,36.802553, ,
0600MON,Montessouri,-1.292747,36.774682, ,
0600MOS,Mosque,-1.303038,36.802441, ,
0600NGM,Ngumo Stage,-1.307734,36.802924, ,
0600OLM,Our Lady Of Mercy,-1.311649,36.833684, ,
0600OTH,Othaya,-1.290063,36.772991, ,
0600RUS,Rusinga School,-1.289355,36.754621, ,
0600SFK,St.Francis/Kanisani,-1.287132,36.75343, ,
0600STH,Blue Sky Estate,-1.312849,36.815248, ,
0600VRP,Valley Road Pentecostal,-1.292357,36.805192, ,
0600YAY,Yaya,-1.292396,36.788124, ,
0600ZEB,Zebra Bar,-1.282279,36.752452, ,
0601AMB,Amboseli,-1.28957,36.759832, ,
0601ARC,Valley Arcade,-1.290004,36.770133, ,
0601BRB,Braeburn,-1.289476,36.755692, ,
0601CNG,Congo,-1.289143,36.753033, ,
0601COA,Coast,-1.28824,36.750481, ,
0601FLY,Kenyatta Market Flyover,-1.306358,36.803224, ,
0601HDH,Huduma Church/Hotel 56,-1.287819,36.753322, ,
0601HIG,Mbagathi Highway,-1.311264,36.800064, ,
0601INT,Integrity Centre,-1.289765,36.810258, ,
0601KIR,Kirichwa,-1.292501,36.781542, ,
0601KON,Congo Bus Stop,-1.289283,36.753228, ,
0601MON,Montessouri,-1.292854,36.774758, ,
0601OLL,Old Mutual,-1.29862,36.813096, ,
0601PCE,Pcea Junior,-1.311597,36.80081, ,
0601QUA,Quality,-1.294109,36.795529, ,
0601RUE,Rose Avenue,-1.293919086,36.7948705,,
0601SFK,St.Francis/Kanisani,-1.2871,36.753376, ,
0601TWZ,Twinkling Stars School/Zebra Bar,-1.282386,36.752367, ,
0601WAR,Warrior/Califonia,-1.284821,36.753194, ,
0602STP,St.Peters Clavers Primary School/Salvation Army/Otc,-1.287135,36.830235, ,
0603COP,Co-Op Bank,-1.287534,36.748843, ,
0603KNG,Kanungaga/56 Mwisho,-1.278492,36.750875, ,
0603STB,South B Stage,-1.311586,36.835363, ,
0603YAY,Yaya,-1.292341,36.787597, ,
0610ECA,GPO,-1.285904646,36.81845784,,
0610GEE,Egeyo,-1.29251504,36.77866459,,
0610GOP,GPO,-1.286108494,36.81802332,,
0610GPO,ICEA,-1.284649372,36.82081819, ,
0610HLG,Hurlinghum,-1.293983459,36.79664612,,
0610HUL,Hurlinghum,-1.294756,36.798373, ,
0610IAE,I&M,-1.284584999,36.82100058,,
0610IAY,Quality,-1.2938025,36.79488659,,
0610INM,ICEA,-1.284745932,36.8206358, ,
0610KSS,Kismart  Supermarket,-1.286478,36.753424, ,
0610MHS,Memorial Hospital,-1.31107,36.805647, ,
0610MKF,Mkombozi/Fraemy Supermarket,-1.280916,36.751862, ,
